Event Type,Title,Description,Date,Time,Event URL
Omvisning Rundvisning på Dorotheas Have,Rundvisning på Dorotheas Have,"Er du nysgerrig på hvordan byggeriet af Dorotheas Have, Koldings nye plejehjem skrider frem? Vil du gerne se mere end det du kan se bag hegnet? Så kom med på rundvisning på byggepladsen og hør om ambitionerne for det nye plejehjem. Tilmelding på mail.",Tor. 7. maj 2026 16.00 - 17.30,16.00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19859699
Andet motionstilbud Motionsgymnastik,Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833543
Fitness/styrketræning Styrke/ryg træning,Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte.",Tor. 7. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833892
Andet motionstilbud Krolfspil for senior,Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Tor. 7. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833668
Andet motionstilbud Vandreture,Vandreture,"Ture ud i naturen i omegnen af Kolding med fokus på fællesskab, socialt samvær, motion og gode historier. Der er altid en pause, hvor den medbragte kaffe nydes.",Tor. 7. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833580
Vandretur/stavgang Stavgang,Stavgang,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Tor. 7. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833517
Møder Torsdagscafé,Torsdagscafé,Sangformiddag med Jørgen Juhl ved klaveret.,Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19229281
Andet motionstilbud Knæ / hoftetræning,Knæ / hoftetræning,"Har du problemer med knæ og hofte, er dette hold noget for dig. Musklerne i benet har sammenhæng med. musklerne i hofte. På holdet arbejdes der med specifik styrketræning til disse muskler. I opstarten vil det.",Tor. 7. maj 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834024
Danseundervisning Let's Dance,Let's Dance,"Ved brug af skøn musik til mange forskellige dansearter, sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder, hvis bare.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833709
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tor. 7. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19887946
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Tor. 7. maj 2026,15.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19933025
Andet motionstilbud Gym Stick-----styrketræning,Gym Stick-----styrketræning,"Gymstick muliggør en effektiv træning af styrke, udholdenhed, bevægelighed og koordination. Det er muligt. at lave mange øvelser for at træne hele kroppen samt målrettet arbejde for enkelte muskelgrupper.",Tor. 7. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833591
Gymnastik/aerobic Yoga,Yoga,"Deltagerne på holdene giver udtryk for, at hele kroppen bliver arbejdet godt igennem i et roligt tempo, at de kommer ud i yderstillinger og bliver mere smidige.",Tor. 7. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833714
Tegnefilm/Animation Dragens vogter,Dragens vogter,"I det gamle Kina opdager den unge pige Ping, at hun er skæbnebestemt til at beskytte den sidste levende drage og et mystisk æg, der bærer håbet for hele dragens slægt.",Tor. 7. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923337
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tor. 7. maj 2026,12.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19888208
Action/Drama De Forbandede År 3 - Fredens pris - Dk. tekster,De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919220
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923330
Møder Mangafællesskabet,Mangafællesskabet,Elsker du manga og anime?,Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19484549
Andet motionstilbud Ungdomstræning for 5-18 årige,Ungdomstræning for 5-18 årige,"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833935
"Andet motionstilbud, Børn Kolding Børnehøjskole",Kolding Børnehøjskole,"På Kolding Børnehøjskole tilbyder vi kurser, hvor børn kan fordybe sig og lære noget om det, som de er sammen om. Vores mål er at gøre verden større for de mindste. Vi tror på, at selv store ting kan skabes i det små, og af de små.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834165
Science Fiction Project Hail Mary,Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Tor. 7. maj 2026,16.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923331
Foredrag Galla 2026: Historien Går Gennem Kolding - Forestilling 2,Galla 2026: Historien Går Gennem Kolding - Forestilling 2,"""Historien Går Gennem Kolding"" starter i Sankt Nicolai Kirke (kl. 18.00) og slutter i Koldinghus (kl. 19.30). Billetten giver adgang til begge steder, ligesom billetholdere vil modtage et program.

  Arrangeret af Kulturskolen Kolding.",Tor. 7. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19809093
Møder Rockmusiksalon,Rockmusiksalon,"Uformelle eftermiddage, hvor man lytter til rockmusik i alle afskygninger.",Tor. 7. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19773410
Andre Film Værn,Værn,"Sydsverige i begyndelsen af 70'erne. Den kolde krig er allestedsnærværende. Påvirket af de stærke billeder i brochuren 'Hvis krigen kommer', begynder landarbejderen og eneboeren Karl-Göran Persson at sikre sit hus.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919523
"Andet motionstilbud, Børn U7 mix",U7 mix,En tryg og sjov start på dit barns håndboldeventyr. Medbring sko og tøj man kan bevæge sig i.,Tor. 7. maj 2026,17.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834002
"Kampsporttræning, Børn Begynderhold",Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834011
Gudstjeneste Bålgudstjeneste Ødis,Bålgudstjeneste Ødis,"Velkommen til bålgudstjeneste i præstegårdshaven i Ødis! Vi starter med en lille børnegudstjeneste, spejderne har nogle lege med, og til sidst hygger vi os omkring bålet med pølser og snobrød.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783556
"Ketchersport, Børn Tennis 5-8 årige",Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tor. 7. maj 2026,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833856
"Kampsporttræning, Børn Begynder brydning - 7 til 13 år",Begynder brydning - 7 til 13 år,"Træningen består af leg, motorik/akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tor. 7. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834205
"Ketchersport, Børn Junior squash for alle 6-16 årige",Junior squash for alle 6-16 årige,Mangler din søn eller datter en ny sportsgren?. SÅ ER DET SQUASH! Squash er sjovt for alle aldre - squash er blandt verdens sundeste sportsgrene & squash er motion!,Tor. 7. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834110
"Danseundervisning, Børn Linedance / Øvet",Linedance / Øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Tor. 7. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833895
Action/Drama De forbandede år 3 - Fredens pris,De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tor. 7. maj 2026,17.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923319
"Andet motionstilbud, Børn Håndbold for damer",Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tor. 7. maj 2026,19.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833594
Musik Forårskoncert i Dalby Kirke,Forårskoncert i Dalby Kirke,"Dalby Kirkes børnekor, ungdomskor, voksenkor og kvindekor synger et varieret program bestående af forårssange, nyere popsange og gospel. Der bliver også en fællessang eller to. Dørene åbnes kl. 18.15. Gratis adgang!",Tor. 7. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19774324
"Kampsporttræning, Børn Hold 3 (13 år +)",Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tor. 7. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833540
"Andet motionstilbud, Børn Realistisk selvforsvar for alle (9+ år)",Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i kluben og prøv omdet er noget for dig.,Tor. 7. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19834031
Andre Film Aftenvagt,Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919252
Andet motionstilbud Fællesklang,Fællesklang,"Er du mellem 18 og 35 år og glad for at synge? Så er Fællesklang Kolding det rytmiske kor for dig - helt uden optagelsesprøve! Fællesklang Kolding er et kor for alle mellem 18 og 35 år, der elsker at synge alt fra pophits og gospel til Disney-klassikere.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833916
Andet motionstilbud Kegler for hele familien,Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833563
Show/stand up Det store 90'er Quiz Show,Det store 90'er Quiz Show,Vi skal på en tidsrejse til et af de mest farverige og uforglemmelige årtier i musikkens historie. Et årti også kendt som ?Det Glade Årti?,Tor. 7. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18714955
Musik Stig Rossen på Houens Odde Gaard,Stig Rossen på Houens Odde Gaard,Dato: 07.05.2026 kl. 19.30. Oplev en stemningsfyldt intimkoncert med Stig Rossen og hans pianist i helt unikke omgivelser på Houens Odde Gaard lidt uden for Kolding. Intimkoncert med Stig Rossen. Varighed: 2 x 40 minutter.,Tor. 7. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18777555
Action/Drama Dust Bunny,Dust Bunny,"Tiårige Aurora har en mystisk nabo (Mads Mikkelsen), som dræber virkelige monstre - han er lejemorder. Så da Aurora har brug for hjælp til at dræbe det monster, hun tror har spist hele hendes familie, hyrer hun ham.",Tor. 7. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19919295
"Andet motionstilbud, Børn Grappling and Brazilian jiu-jitsu",Grappling and Brazilian jiu-jitsu,Grappling and BJJ for all skill levels.,Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19833993
Andre Film Iron Maiden: Burning Ambition,Iron Maiden: Burning Ambition,,Tor. 7. maj 2026,20.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19780054
Andre Film Billie Eilish - Hit Me Hard and Soft: The Tour,Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Tor. 7. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19841923
Show/stand up Open Mic,Open Mic,,Tor. 7. maj 2026,21:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19886389
Action/Drama Mortal Kombat II,Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Tor. 7. maj 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923312
Folk/Vise/Country SPJustFrost - For meget af det go'e,SPJustFrost - For meget af det go'e,"SPJustFrost er tilbage, og 2026 bliver året, hvor vi skruer helt op for det goé! Den dynamiske og fantastisk spillende trio har gennem tiden manifesteret sin position som en af Danmarks bedste live-ac.",Fre. 8. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18904283
Anden forestilling Medlemsoptagelse i Koldinghus Ordnen,Medlemsoptagelse i Koldinghus Ordnen,"Et historisk, humoristisk teaterstykke - opdelt i flere fornøjelige scener og med garanti for både latter og kongelige løjer. Historieformidling, når den er både oplysende og underholdende. Tilmelding på www.koldinghusordnen.dk.",Fre. 8. maj 2026 15:15 - 16.45,15:15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19686678
Rock/Pop Koncert - Purple Parade,Koncert - Purple Parade,En uforglemmelig Prince-aften i selskab med Purple Parade.,Fre. 8. maj 2026 20:30 - 22:30,20:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19802252
Familiefilm Fårbrydelsen,Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Fre. 8. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923303
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Fre. 8. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19888110
Action/Drama De forbandede år 3 - Fredens pris,De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Fre. 8. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19923317
