Title,Description,Date,Time
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Fre. 1. maj 2026,See description
Kom og spil kegler hver fredag eftermiddag,"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Fre. 1. maj 2026,See description
The Drama,"Filmen 'The Drama' handler om et lykkeligt par, hvis forhold bliver sat på prøve, da en uventet indrømmelse kommer på bordet. Emma og Charlie elsker hinanden og glæder sig til både bryllup og et liv sammen.",Fre. 1. maj 2026,14.15
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Fre. 1. maj 2026,15.15
En kage til præsidenten,"Iraks officielle Oscar-kandidat 2026! Vinder af Camera D'Or på Cannes Film Festival. Irak, 1990'erne.",Fre. 1. maj 2026,See description
Kaizen Kidz,"Holdet er tilrettelagt med en blanding af karate og fysisk aktivitet og leg, således at der hele tiden er aktivitet, og at børnene får tid til at bearbejde deres indtryk.",Fre. 1. maj 2026,17.30
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Fre. 1. maj 2026,16.30
Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Fre. 1. maj 2026,16.45
Freestyle wrestling,Training for youth/senior + 15 years. The training is for beginners and advanced wrestlers of all levels.,Fre. 1. maj 2026,17.30
Father Mother Sister Brother,"Er den nye, længeventede film fra manuskriptforfatter / instruktør Jim Jarmusch.",Fre. 1. maj 2026,See description
Koncert med Arvid Asmussen,Arvid Asmussen kvintet - En stemningsfuld aften med akustisk nærvær og strygere.,Fre. 1. maj 2026,20.15
Lovsangskoncert i Kristkirken med Arvid Asmussen Kvintet,,Fre. 1. maj 2026,20.30
Det store 90'er Quiz Show,Vi skal på en tidsrejse til et af de mest farverige og uforglemmelige årtier i musikkens historie. Et årti også kendt som ?Det Glade Årti?,Fre. 1. maj 2026,19.30
Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Fre. 1. maj 2026,21.15
Whistle,En gruppe utilpassede og intetanende gymnasieelever falder over en forbandet genstand - en ældgammel aztekisk dødsfløjte.,Fre. 1. maj 2026,21.15
Karaoke,"Harald er igen tovholder til karaoke night, hvor alle har muligheden for at komme på scenen for at synge. Vi starter karaoke kl.22.00 og det eneste du skal gøre er at tage dine venner under armen og svinge forbi pubben til en musikalsk aften.",Fre. 1. maj 2026,22:00
Emil fra Lønneberg,"Så er der åbnet for 6. 8. kl. tirsdag-teaterholdets elevforestilling ""Emil fra Lønneberg"" med alle de kendte sange. Holdet har de sidste par måneder arbejdet hårdt på Astrid Lindgrens klassiker og glæder sig til at vise den for jer.

  Arrangeret af Teaterskolen Kolding.",Fre. 1. og lør. 2. maj 2026,See description
Kunst i Vejkirker i Syd og Sønderjylland,"13 vejkirker har åbnet de unikke kirkerum for 13 kunstnere. Følg kirkeruten igennem Syd og Sønderjylland Et møde mellem det historiske og det kunstneriske, lokale og det rejsende. En invitation til at stoppe op og finde nye perspektiver.",Fre. 1. maj til tor. 1. okt. 2026,09:00
BerthelsenLyberth - Mellem Storm & Stilhed - En koncertsamtale,"Velkommen ind til en unik oplevelse! En samtale og en koncert på en og samme tid med Rasmus Lyberth og Julie Berthelsen. Det var en storslået oplevelse for såvel publikum som artister i 2025, og det v.",Lør. 2. maj 2026,See description
Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Lør. 2. maj 2026 13:30 - 15:00,13:30
Konfirmation af 8. Y fra Sct. Michaels Skole,,Lør. 2. maj 2026,09.45
"Gudstjeneste: Konfirmation - 8.A, Lyshøjskolen v. Kristina Nilsson",,Lør. 2. maj 2026,See description
Håndbold for børn (2-5 årige),"Motorik baner, boldmassage og meget mere. Aktiviteterne gennemføres sammen med en forældre/voksen. Sørg for at børnene har noget ordentligt fodtøj og tøj de kan bevæge sig i. Sæsonen starter i august/september og slutter i april/maj.",Lør. 2. maj 2026,See description
Gudstjeneste: Konfirmation 8.a i Vamdrup Kirke,,Lør. 2. maj 2026,09.30
Gudstjeneste: Konfirmation ID 1,,Lør. 2. maj 2026,09.30
"Gudstjeneste: Konfirmation, Realskolen ved Henriette Bacher Lind",,Lør. 2. maj 2026,09.30
Gudstjeneste: Konfirmationer 9.30 ASA + 11.00 MB Seest,Konfirmation kl. 9.30 ved Anna-Sofie Arendt og kl. 11.00 ved Michael Berghof.,Lør. 2. maj 2026,09.30
Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Lør. 2. maj 2026,13.45
Konfirmationsgudstjeneste,,Lør. 2. maj 2026,See description
Løbetræning,Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund (i sommerhalvåret starter den lange tur på +16km kl. 09.00). Hvor holder vi til? Bramdrup Skovvej 40. Kom i god tid - vi starter præcis.,Lør. 2. maj 2026,See description
Klassefesten 4 - Venner for livet,"I den danske komedie 'Klassefesten 4 - Venner for livet' er kammeraterne tilbage for fjerde gang! Men, intet er som det plejer!",Lør. 2. maj 2026,10.10
Fortælling med Minigrå,"Den første lørdag i måneden er der højtlæsning for børn i alderen 3-7 år og deres familier. Kom og få en god historie med leg og kreative indslag, når børnebibliotekaren læser en af sine favoritbilledbøger højt.",Lør. 2. maj 2026,10.30
Konfirmationsgudstjeneste i Kristkirken,,Lør. 2. maj 2026,10.30
Gudstjeneste: Konfirmation: Dalby Skoles gamle B-klasse,,Lør. 2. maj 2026,10.30
Gudstjeneste: Konfirmation (8.A) Tyrstrup,,Lør. 2. maj 2026,10.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Lør. 2. maj 2026,10.30
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Lør. 2. maj 2026,10.45
Gudstjeneste: Konfirmation 8.b i Vamdrup Kirke,,Lør. 2. maj 2026,See description
"Gudstjeneste: Konfirmation - 8.B, Lyshøjskolen v. Lars Seeberg",,Lør. 2. maj 2026,See description
Forårets temasmagning - Slovenien,,Lør. 2. maj 2026,11:30
Gudstjeneste: Konfirmation ID 2,,Lør. 2. maj 2026,11.30
"Gudstjeneste: Konfirmation, Realskolen ved Katrine Papsø Madsen",,Lør. 2. maj 2026,11.30
Konfirmation af 8. Z fra Sct. Michaels Skole,,Lør. 2. maj 2026,12.45
Den Store Marthadag i biografen,"Oplev den danske klassiker 'Martha' på Den Store Marthadag d. 2. maj for kun 65 kr.Hvert år, den første lørdag i maj, fejres 'Den Store Marthadag', og her hyldes Erik Ballings danske klassiker fra 1967!",Lør. 2. maj 2026,12.30
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Lør. 2. maj 2026,13.30
Lille Amelie - Dansk Tale,Amélie er en lille belgisk pige født i Japan sidst i 1960'erne.,Lør. 2. maj 2026,See description
Rundvisning - Harteværket,"Oplev historien for opførelsen af Danmarks første vandkraftværk, som blev indviet i 1920. En utrolig spændende historie, som også i fremtiden vil have en vigtig rolle for Kolding i forbindelse med de klimatilpasninger, som er forberedt på Harteværket.",Lør. 2. maj 2026,See description
Harry Potter og flammernes pokal,,Lør. 2. maj 2026,See description
Kæledyrs-ekspressen,"Da en gruppe kæledyr ved et uheld bliver væk fra deres ejere og ender ombord på et højhastighedstog tværs gennem Europa, starter et hæsblæsende eventyr fyldt med kaos, sjove misforståelser - og uventet venskab.",Lør. 2. maj 2026,See description
Det store 90'er Quiz Show,Vi skal på en tidsrejse til et af de mest farverige og uforglemmelige årtier i musikkens historie. Et årti også kendt som ?Det Glade Årti?,Lør. 2. maj 2026,19.30
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Lør. 2. maj 2026,15.20
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Lør. 2. maj 2026,15.40
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Lør. 2. maj 2026,See description
Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Lør. 2. maj 2026,16.30
Father Mother Sister Brother,"Er den nye, længeventede film fra manuskriptforfatter / instruktør Jim Jarmusch.",Lør. 2. maj 2026,See description
The Drama,"Filmen 'The Drama' handler om et lykkeligt par, hvis forhold bliver sat på prøve, da en uventet indrømmelse kommer på bordet. Emma og Charlie elsker hinanden og glæder sig til både bryllup og et liv sammen.",Lør. 2. maj 2026,21.10
Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Lør. 2. maj 2026,21.10
Med Gestapo i hælene - Dramatiseret guidet tur,Pas på du ikke bliver opdaget af Gestapo! Vores to guider - i karakter som modstandsfolkene Gerda og Jørgen - tager dig med tilbage til tiden under 2. Verdenskrig på en dramatiseret guidet tur i Kolding.,Søn. 3. maj 2026 10:30 - 12:00,10:30
Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Søn. 3. maj 2026 13:30 - 15:00,13:30
Fodbold alle søndage kl. 9.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Søn. 3. maj 2026,See description
Gudstjeneste: Konfirmation i Viuf Kirke,,Søn. 3. maj 2026,10.30
Kæledyrs-ekspressen,"En flok kæledyr, der er fanget i ombord på et hurtigtkørende lyntog, må forpurre planerne for en hævngerrig grævling, der er ude efter hævn.",Søn. 3. maj 2026,See description
Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Søn. 3. maj 2026,See description
Konfirmationsgudstjeneste,,Søn. 3. maj 2026,See description
Gratis squash,"Kom og prøv squash i Kolding KFUM Squash - helt uforpligtende! Har du lyst til at prøve kræfter med squash - alene eller sammen med andre?. Så kig forbi Kolding KFUM Squash hver søndag kl. 10:00-11:30 og prøv en sjov, svedig og social sport!",Søn. 3. maj 2026,See description
Gudstjeneste: 4. s. e. påske,,Søn. 3. maj 2026,10.15
Gudstjeneste: Konfirmation,,Søn. 3. maj 2026,10.30
Gudstjeneste - Jesus og jøderne,,Søn. 3. maj 2026,10.30
Gudstjeneste: Konfirmation Aadalskolen,,Søn. 3. maj 2026,10.30
Gudstjeneste,,Søn. 3. maj 2026,10.30
Højmesse ved Kristina Nilsson,,Søn. 3. maj 2026,10.30
Gudstjeneste - Menneskesønnens ophøjelse,,Søn. 3. maj 2026,10.30
Højmesse ved Henriette Bacher Lind,,Søn. 3. maj 2026,10.30
Gudstjeneste i Kristkirken ved Jes Nedergaard Espersen,,Søn. 3. maj 2026,10.30
Gudstjeneste: Konfirmation: Dalby Skoles gamle C-klasse,,Søn. 3. maj 2026,10.30
Gudstjeneste: Konfirmation i Hjarup Kirke,,Søn. 3. maj 2026,10.30
Gudstjeneste: Konfirmation tyrstrup (8.B),,Søn. 3. maj 2026,10.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Søn. 3. maj 2026,10.30
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Søn. 3. maj 2026,See description
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Søn. 3. maj 2026,12.10
Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Søn. 3. maj 2026,12.20
Rundvisning - Mikkel Thomsen,"Idet rundvisningen foregår både udendørs og indendørs, anmoder vi om, at du er påklædt efter vejret. Venligst kom 10 min. før rundvisningen starter. Vi har P-pladser tæt på Harteværket. Varighed: 1,5 time. Arrangør: Harteværket.",Søn. 3. maj 2026,See description
Fodboldkamp Betinia LIGA - Oprykningsspil 2025/26 - Kolding IF mod Hvidovre,,Søn. 3. maj 2026,See description
Klassefesten 4 - Venner for livet,"I den danske komedie 'Klassefesten 4 - Venner for livet' er kammeraterne tilbage for fjerde gang! Men, intet er som det plejer!",Søn. 3. maj 2026,13.50
Lille Amelie - Dansk Tale,Amélie er en lille belgisk pige født i Japan sidst i 1960'erne.,Søn. 3. maj 2026,See description
Harry Potter og flammernes pokal,,Søn. 3. maj 2026,See description
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Søn. 3. maj 2026,15.40
"Ilden, Vandet, Jorden, Luften","Klimaforandringerne er her nu - også i Danmark og i hele Norden. Skovbrande breder sig i Sverige, havene stiger i Danmark, stormene bliver voldsommere på Færøerne, og landskabet skrider i Norge. Naturen giver os tydelige tegn.",Søn. 3. maj 2026,See description
Project Hail Mary,"Naturfagslæreren Ryland Grace (Ryan Gosling) vågner op på et rumskib lysår hjemmefra uden at kunne huske, hvem han er, eller hvordan han er havnet der.",Søn. 3. maj 2026,See description
Vægtløs,"Den 15-årige Lea skal tilbringe sommeren på en sundhedskoloni, hvor hun bliver venner med den spontane og selvsikre Sasha, som Lea både beundrer og spejler sig i.",Søn. 3. maj 2026,See description
